user_id,project_id,donation_amount,interaction_type
335,360,0.0,like
336,678,0.0,like
337,315,0.0,like
338,798,0.0,like
339,420,387.3,donate
340,784,133.37,donate
341,68,0.0,like
342,480,272.14,donate
343,637,269.65,donate
344,973,0.0,like
345,908,0.0,view
346,589,0.0,like
347,288,0.0,view
348,659,0.0,like
349,340,78.31,donate
350,549,482.17,donate
351,164,0.0,like
352,613,0.0,view
353,389,37.9,donate
354,884,0.0,like
355,444,0.0,like
356,759,392.38,donate
357,115,0.0,view
358,526,0.0,view
359,767,0.0,like
360,980,0.0,view
361,208,0.0,like
362,247,111.24,donate
363,577,162.58,donate
364,291,384.56,donate
365,998,0.0,view
366,785,0.0,view
367,185,367.96,donate
368,693,0.0,view
369,412,0.0,like
370,111,0.0,like
371,537,281.94,donate
372,255,0.0,view
373,666,377.7,donate
374,413,0.0,like
375,672,0.0,like
376,60,0.0,like
377,594,450.01,donate
378,77,0.0,like
379,470,0.0,like
380,235,0.0,view
381,945,178.67,donate
382,868,0.0,view
383,922,0.0,view
384,249,159.78,donate
385,610,458.28,donate
386,671,0.0,like
387,582,170.76,donate
388,571,0.0,view
389,969,0.0,like
390,129,490.17,donate
391,153,232.74,donate
392,428,225.82,donate
393,244,222.23,donate
394,374,0.0,view
395,257,0.0,like
396,490,0.0,view
397,890,180.94,donate
398,41,273.96,donate
399,95,0.0,view
400,937,0.0,view
401,892,0.0,view
402,191,0.0,view
403,646,402.63,donate
404,339,148.14,donate
405,668,0.0,view
406,940,0.0,view
407,349,0.0,like
408,807,222.12,donate
409,345,0.0,view
410,565,0.0,like
411,465,279.26,donate
412,310,0.0,view
413,551,0.0,like
414,4,0.0,view
415,139,496.79,donate
416,137,358.2,donate
417,24,294.76,donate
418,813,0.0,like
419,93,49.64,donate
420,924,0.0,like
421,445,323.48,donate
422,990,0.0,like
423,32,0.0,like
424,471,0.0,view
425,607,200.07,donate
426,438,0.0,view
427,317,263.06,donate
428,278,0.0,view
429,120,0.0,view
430,155,0.0,like
431,870,0.0,view
432,407,0.0,like
433,397,0.0,view
434,183,0.0,like
435,371,0.0,like
436,936,177.76,donate
437,644,176.42,donate
438,15,0.0,view
439,54,0.0,like
440,359,0.0,like
441,802,498.76,donate
442,400,23.01,donate
443,970,0.0,like
444,957,0.0,view
445,565,90.45,donate
446,327,12.68,donate
447,123,327.13,donate
448,971,51.52,donate
449,543,0.0,view
450,444,0.0,view
451,201,0.0,like
452,910,453.17,donate
453,434,207.16,donate
454,193,0.0,like
455,835,0.0,view
456,246,0.0,view
457,356,0.0,view
458,207,226.28,donate
459,897,0.0,like
460,383,0.0,view
461,736,0.0,view
462,430,0.0,view
463,464,17.13,donate
464,54,0.0,view
465,733,0.0,like
466,731,0.0,like
467,233,0.0,like
468,749,0.0,view
469,245,0.0,view
470,807,0.0,like
471,888,0.0,view
472,279,114.34,donate
473,636,0.0,like
474,219,0.0,like
475,138,0.0,like
476,642,0.0,like
477,675,0.0,view
478,519,0.0,like
479,616,0.0,like
480,922,0.0,like
481,295,0.0,view
482,531,111.5,donate
483,419,0.0,view
484,892,0.0,view
485,418,317.32,donate
486,959,0.0,like
487,218,0.0,view
488,351,0.0,like
489,593,0.0,like
490,790,206.31,donate
491,383,171.64,donate
492,741,0.0,view
493,212,0.0,like
494,39,0.0,view
495,814,346.37,donate
496,90,182.81,donate
497,703,262.24,donate
498,464,0.0,like
499,796,0.0,like
500,525,0.0,like
501,320,0.0,like
502,261,0.0,view
503,507,0.0,view
504,339,0.0,like
505,869,0.0,view
506,722,0.0,view
507,928,0.0,like
508,959,0.0,view
509,413,252.04,donate
510,547,263.39,donate
511,82,0.0,like
512,348,0.0,view
513,192,0.0,like
514,321,170.03,donate
515,704,0.0,view
516,211,0.0,view
517,206,0.0,like
518,315,0.0,view
519,732,0.0,view
520,475,21.49,donate
521,35,0.0,view
522,680,0.0,view
523,814,346.47,donate
524,301,0.0,view
525,866,0.0,view
526,820,0.0,like
527,827,0.0,like
528,509,197.24,donate
529,990,367.39,donate
530,867,225.89,donate
531,384,0.0,view
532,988,92.85,donate
533,982,0.0,view
534,811,0.0,like
535,410,0.0,view
536,180,0.0,like
537,369,0.0,like
538,736,0.0,view
539,208,0.0,like
540,866,0.0,like
541,454,0.0,view
542,786,0.0,view
543,429,0.0,like
544,635,0.0,view
545,960,0.0,like
546,54,0.0,like
547,203,85.37,donate
548,471,244.94,donate
549,544,0.0,like
550,271,0.0,view
551,420,0.0,view
552,970,204.0,donate
553,903,0.0,view
554,449,0.0,view
555,138,0.0,view
556,131,354.85,donate
557,124,26.83,donate
558,130,439.42,donate
559,63,0.0,view
560,325,0.0,like
561,705,0.0,like
562,868,485.74,donate
563,870,435.53,donate
564,254,178.17,donate
565,676,301.6,donate
566,499,328.96,donate
567,511,178.77,donate
568,234,0.0,view
569,792,151.06,donate
570,23,190.33,donate
571,520,0.0,view
572,506,0.0,view
573,506,0.0,like
574,228,235.2,donate
575,382,0.0,like
576,534,0.0,like
577,924,0.0,like
578,773,250.29,donate
579,728,21.43,donate
580,330,0.0,like
581,546,0.0,view
582,441,0.0,like
583,82,0.0,like
584,351,0.0,like
585,398,0.0,like
586,785,0.0,view
587,203,0.0,like
588,526,0.0,view
589,316,0.0,view
590,992,0.0,like
591,924,0.0,like
592,171,0.0,like
593,875,284.53,donate
594,156,255.87,donate
595,147,0.0,view
596,658,0.0,like
597,605,0.0,view
598,312,0.0,like
599,961,118.63,donate
600,257,0.0,view
601,664,0.0,like
602,529,0.0,like
603,731,288.77,donate
604,576,0.0,like
605,652,18.89,donate
606,895,133.83,donate
607,806,0.0,like
608,939,255.12,donate
609,255,0.0,like
610,865,0.0,like
611,25,0.0,view
612,929,0.0,view
613,263,0.0,like
614,707,287.98,donate
615,788,0.0,view
616,608,0.0,view
617,761,470.18,donate
618,770,0.0,like
619,780,484.9,donate
620,53,304.47,donate
621,859,0.0,like
622,890,168.48,donate
623,186,0.0,like
624,322,0.0,like
625,5,0.0,like
626,548,0.0,like
627,283,0.0,view
628,506,0.0,like
629,36,0.0,view
630,357,0.0,view
631,66,0.0,like
632,972,123.22,donate
633,91,332.91,donate
634,278,0.0,view
635,226,0.0,like
636,651,0.0,view
637,191,0.0,view
638,466,364.84,donate
639,697,0.0,view
640,151,346.09,donate
641,673,334.34,donate
642,200,0.0,like
643,925,0.0,view
644,949,0.0,view
645,114,64.3,donate
646,890,471.36,donate
647,745,0.0,like
648,858,178.81,donate
649,931,20.69,donate
650,214,0.0,like
651,20,0.0,like
652,449,0.0,view
653,66,0.0,view
654,673,0.0,view
655,847,0.0,view
656,833,0.0,view
657,633,0.0,like
658,663,0.0,view
659,249,451.28,donate
660,551,136.26,donate
661,241,0.0,view
662,591,191.15,donate
663,729,0.0,like
664,810,344.18,donate
665,33,0.0,like
666,257,0.0,view
667,82,0.0,view
668,37,42.73,donate
669,592,0.0,like
670,493,435.79,donate
671,194,319.0,donate
672,51,0.0,view
673,349,0.0,like
674,109,0.0,like
675,87,0.0,view
676,500,94.66,donate
677,707,0.0,like
678,649,0.0,view
679,976,274.27,donate
680,523,13.03,donate
681,78,0.0,view
682,343,0.0,like
683,260,0.0,like
684,262,0.0,view
685,500,0.0,view
686,587,0.0,view
687,802,0.0,like
688,684,0.0,like
689,502,0.0,like
690,245,0.0,like
691,389,0.0,view
692,794,0.0,view
693,512,0.0,like
694,433,0.0,view
695,143,0.0,like
696,201,0.0,view
697,49,154.56,donate
698,879,0.0,like
699,503,0.0,view
700,949,0.0,view
701,535,0.0,view
702,674,0.0,view
703,839,0.0,like
704,947,346.42,donate
705,873,0.0,view
706,279,0.0,view
707,700,0.0,view
708,349,316.78,donate
709,793,343.97,donate
710,928,0.0,view
711,182,45.83,donate
712,710,372.22,donate
713,640,0.0,like
714,26,442.17,donate
715,956,0.0,like
716,439,0.0,like
717,845,277.02,donate
718,462,253.29,donate
719,699,466.88,donate
720,972,0.0,like
721,823,0.0,like
722,425,0.0,like
723,620,0.0,view
724,39,0.0,like
725,784,0.0,view
726,829,0.0,like
727,919,0.0,like
728,347,0.0,like
729,773,109.19,donate
730,284,18.3,donate
731,295,0.0,like
732,48,303.75,donate
733,330,0.0,view
734,260,0.0,view
735,87,336.16,donate
736,391,0.0,like
737,432,0.0,view
738,662,375.45,donate
739,376,483.1,donate
740,358,0.0,view
741,525,0.0,view
742,91,0.0,view
743,305,0.0,view
744,401,0.0,view
745,577,0.0,view
746,34,0.0,like
747,952,0.0,view
748,704,0.0,view
749,764,184.7,donate
750,150,0.0,like
751,339,0.0,like
752,419,0.0,view
753,732,0.0,view
754,783,476.77,donate
755,409,0.0,view
756,734,376.42,donate
757,532,0.0,view
758,185,0.0,like
759,288,89.7,donate
760,938,0.0,view
761,274,0.0,view
762,358,0.0,view
763,618,0.0,view
764,113,162.22,donate
765,720,0.0,like
766,782,0.0,like
767,331,0.0,view
768,344,0.0,like
769,847,0.0,like
770,966,0.0,view
771,761,47.03,donate
772,983,47.88,donate
773,879,0.0,view
774,129,0.0,view
775,974,444.53,donate
776,63,0.0,view
777,956,0.0,view
778,709,192.78,donate
779,183,0.0,like
780,908,307.52,donate
781,647,0.0,like
782,996,0.0,like
783,599,24.07,donate
784,778,0.0,like
785,850,0.0,like
786,995,114.0,donate
787,638,329.33,donate
788,99,189.09,donate
789,21,318.71,donate
790,858,0.0,like
791,905,0.0,view
792,686,0.0,view
793,812,0.0,view
794,547,24.88,donate
795,304,0.0,like
796,56,0.0,view
797,585,481.59,donate
798,493,400.45,donate
799,513,0.0,like
800,549,220.68,donate
801,575,35.27,donate
802,576,0.0,like
803,638,369.76,donate
804,908,0.0,view
805,430,0.0,view
806,518,308.49,donate
807,307,0.0,view
808,550,412.48,donate
809,786,0.0,view
810,517,0.0,view
811,878,235.9,donate
812,253,0.0,like
813,285,0.0,like
814,835,267.43,donate
815,803,60.45,donate
816,188,121.42,donate
817,654,0.0,like
818,280,0.0,like
819,657,0.0,like
820,360,0.0,like
821,370,0.0,like
822,27,29.29,donate
823,788,263.21,donate
824,975,0.0,like
825,277,260.03,donate
826,820,0.0,like
827,588,361.62,donate
828,868,0.0,like
829,585,129.66,donate
830,803,0.0,like
831,931,0.0,view
832,905,0.0,view
833,443,0.0,view
834,132,0.0,like
835,463,220.79,donate
836,461,0.0,view
837,998,379.51,donate
838,829,0.0,view
839,740,0.0,like
840,32,0.0,like
841,879,0.0,like
842,734,0.0,view
843,968,0.0,view
844,994,402.49,donate
845,522,0.0,like
846,386,0.0,like
847,440,0.0,view
848,949,0.0,like
849,915,0.0,view
850,465,146.24,donate
851,923,195.88,donate
852,363,0.0,like
853,761,0.0,like
854,487,0.0,view
855,187,0.0,like
856,687,0.0,view
857,883,0.0,view
858,347,0.0,view
859,190,0.0,like
860,182,375.86,donate
861,774,0.0,like
862,364,349.92,donate
863,81,0.0,like
864,493,193.19,donate
865,885,0.0,view
866,531,262.38,donate
867,392,0.0,view
868,213,0.0,like
869,145,0.0,view
870,384,0.0,like
871,252,0.0,view
872,551,60.54,donate
873,190,64.74,donate
874,946,0.0,view
875,27,0.0,view
876,639,0.0,view
877,817,459.49,donate
878,879,493.74,donate
879,792,373.89,donate
880,417,0.0,like
881,831,0.0,view
882,246,0.0,like
883,32,0.0,like
884,893,0.0,view
885,477,0.0,view
886,469,0.0,like
887,426,399.55,donate
888,150,0.0,like
889,541,0.0,like
890,397,0.0,like
891,383,0.0,view
892,504,0.0,view
893,754,286.69,donate
894,402,0.0,view
895,401,0.0,view
896,734,0.0,like
897,63,0.0,like
898,680,0.0,view
899,369,0.0,view
900,850,0.0,like
901,555,0.0,view
902,571,358.31,donate
903,331,325.32,donate
904,668,0.0,view
905,358,0.0,like
906,482,61.85,donate
907,80,0.0,like
908,269,0.0,like
909,809,0.0,like
910,314,310.72,donate
911,835,0.0,view
912,177,50.72,donate
913,723,0.0,like
914,244,0.0,view
915,590,0.0,view
916,518,79.96,donate
917,868,200.71,donate
918,135,265.58,donate
919,714,0.0,view
920,293,0.0,view
921,781,0.0,view
922,140,462.49,donate
923,98,0.0,like
924,304,0.0,like
925,181,431.06,donate
926,779,201.25,donate
927,548,0.0,like
928,740,52.34,donate
929,206,0.0,view
930,657,0.0,like
931,556,262.24,donate
932,257,0.0,view
933,672,0.0,like
934,882,0.0,like
935,105,0.0,like
936,765,0.0,like
937,458,0.0,like
938,577,0.0,view
939,683,0.0,view
940,875,453.69,donate
941,373,0.0,view
942,155,208.72,donate
943,978,0.0,view
944,856,0.0,view
945,807,0.0,like
946,302,430.85,donate
947,229,369.92,donate
948,820,452.84,donate
949,389,0.0,view
950,226,44.27,donate
951,528,0.0,view
952,582,0.0,view
953,723,0.0,view
954,205,0.0,view
955,875,0.0,view
956,31,217.99,donate
957,391,0.0,like
958,472,0.0,view
959,770,0.0,view
960,732,0.0,like
961,664,319.95,donate
962,230,0.0,like
963,787,478.61,donate
964,569,0.0,like
965,134,0.0,like
966,903,0.0,view
967,129,18.26,donate
968,662,192.17,donate
969,285,0.0,view
970,255,0.0,like
971,88,0.0,like
972,612,257.79,donate
973,296,0.0,view
974,90,0.0,view
975,288,0.0,like
976,627,0.0,view
977,384,0.0,view
978,103,0.0,view
979,585,86.57,donate
980,806,0.0,view
981,427,0.0,view
982,49,120.43,donate
983,660,0.0,like
984,229,0.0,like
985,658,0.0,like
986,59,147.74,donate
987,429,0.0,view
988,837,0.0,view
989,351,0.0,like
990,328,0.0,like
991,922,469.99,donate
992,391,0.0,view
993,121,0.0,view
994,882,0.0,view
995,544,0.0,like
996,177,0.0,like
997,344,0.0,like
998,173,0.0,like
999,353,0.0,like
1000,144,246.84,donate
401,635,22.3,donate
929,244,0.0,like
83,551,269.53,donate
149,642,0.0,view
100,345,296.08,donate
917,419,0.0,view
926,32,0.0,view
570,314,0.0,view
580,254,0.0,like
848,861,424.37,donate
311,634,0.0,view
682,87,0.0,like
655,569,0.0,view
496,650,0.0,view
921,611,0.0,like
108,848,0.0,view
592,953,127.28,donate
306,753,0.0,view
956,951,0.0,like
683,485,0.0,like
139,984,152.67,donate
597,981,283.62,donate
395,786,0.0,view
58,653,0.0,like
807,196,0.0,view
480,333,0.0,view
402,46,0.0,like
472,876,56.24,donate
559,349,0.0,like
787,168,0.0,view
993,979,0.0,view
292,557,0.0,like
632,578,0.0,like
95,989,0.0,like
299,356,482.19,donate
110,804,123.92,donate
197,195,0.0,view
562,854,0.0,view
197,796,0.0,view
586,693,0.0,view
538,968,0.0,view
66,638,0.0,like
503,163,387.65,donate
719,12,0.0,view
259,956,171.04,donate
296,715,0.0,view
312,244,156.17,donate
3,780,0.0,view
739,236,0.0,view
206,415,0.0,view
139,888,0.0,view
960,204,170.31,donate
765,711,0.0,view
885,334,0.0,like
420,722,0.0,like
340,914,162.63,donate
220,175,0.0,view
573,427,0.0,view
319,144,41.82,donate
668,178,284.88,donate
678,402,0.0,like
920,952,0.0,view
992,473,0.0,like
42,700,0.0,view
625,218,179.25,donate
822,249,0.0,like
174,285,0.0,view
35,396,208.25,donate
150,163,216.9,donate
438,581,0.0,view
948,981,105.8,donate
934,152,305.98,donate
607,624,0.0,view
415,497,253.98,donate
843,451,0.0,like
393,123,279.39,donate
641,414,0.0,like
405,634,484.59,donate
476,640,251.81,donate
51,927,0.0,like
634,814,0.0,like
984,411,0.0,view
426,888,457.45,donate
51,717,0.0,view
810,949,0.0,like
994,2,0.0,like
166,253,195.34,donate
801,243,0.0,view
559,76,302.05,donate
313,467,73.21,donate
572,371,343.18,donate
290,618,0.0,view
997,370,0.0,like
610,588,78.8,donate
827,474,0.0,view
457,840,415.46,donate
744,770,481.48,donate
600,40,345.06,donate
823,800,0.0,view
594,930,318.1,donate
366,454,0.0,like
779,719,232.05,donate
739,785,117.94,donate
635,946,0.0,like
718,12,0.0,view
10,684,0.0,view
92,186,165.4,donate
861,507,434.83,donate
53,552,0.0,view
581,759,494.49,donate
846,622,0.0,like
499,36,383.5,donate
386,92,99.06,donate
496,878,384.48,donate
737,167,0.0,like
247,608,0.0,view
681,364,0.0,view
147,244,0.0,view
783,798,275.72,donate
682,798,0.0,like
252,321,0.0,like
638,871,0.0,view
346,710,45.02,donate
800,280,30.35,donate
370,125,160.93,donate
182,562,453.03,donate
536,491,0.0,view
691,751,0.0,like
829,220,0.0,view
397,947,0.0,view
597,19,0.0,like
384,875,0.0,view
982,7,0.0,view
441,893,359.74,donate
771,609,333.46,donate
851,409,0.0,view
612,152,0.0,like
265,352,0.0,like
392,104,108.96,donate
68,672,0.0,view
3,556,0.0,view
489,33,0.0,like
807,893,367.44,donate
677,682,0.0,like
24,481,0.0,view
140,323,0.0,view
517,825,478.56,donate
134,676,192.5,donate
362,503,49.55,donate
306,961,480.6,donate
646,946,0.0,like
402,617,0.0,like
714,766,0.0,like
845,540,0.0,like
829,982,0.0,view
837,456,0.0,view
856,244,10.16,donate
413,625,357.64,donate
79,348,20.07,donate
996,306,56.69,donate
24,869,0.0,like
532,828,0.0,view
664,922,0.0,like
135,437,298.05,donate
879,919,0.0,like
518,692,433.5,donate
947,383,0.0,view
923,783,0.0,like
732,312,0.0,like
547,261,393.48,donate
570,177,282.65,donate
312,370,206.41,donate
632,148,279.82,donate
494,518,352.49,donate
843,27,0.0,like
341,627,422.98,donate
352,783,0.0,like
696,874,0.0,like
262,819,0.0,view
189,866,46.11,donate
853,690,115.11,donate
968,110,0.0,like
210,177,275.0,donate
455,773,0.0,view
328,956,0.0,view
59,739,0.0,view
398,142,0.0,like
881,524,0.0,like
583,426,0.0,view
215,495,0.0,like
589,11,0.0,like
911,429,0.0,like
337,255,0.0,view
960,276,0.0,view
713,172,0.0,view
552,143,277.76,donate
30,147,0.0,view
783,830,0.0,view
346,467,368.16,donate
684,627,458.57,donate
698,575,0.0,view
703,22,0.0,view
719,606,484.23,donate
640,912,0.0,view
231,410,225.05,donate
372,632,0.0,like
240,285,424.4,donate
459,581,282.17,donate
133,22,470.62,donate
775,249,357.8,donate
567,871,0.0,like
553,858,0.0,like
336,41,0.0,like
911,296,0.0,view
917,355,0.0,like
139,559,111.06,donate
697,271,280.64,donate
209,120,412.62,donate
685,439,91.71,donate
938,377,0.0,like
270,139,0.0,view
64,640,0.0,view
370,504,289.34,donate
216,822,0.0,like
940,560,0.0,view
795,235,0.0,like
745,333,0.0,like
637,561,147.47,donate
884,658,0.0,view
804,916,0.0,view
134,988,0.0,view
7,179,64.28,donate
590,636,412.41,donate
762,725,0.0,like
857,496,228.73,donate
197,652,357.01,donate
556,765,476.72,donate
645,394,0.0,like
689,651,220.57,donate
483,905,0.0,view
333,316,0.0,like
103,497,64.6,donate
358,656,0.0,view
164,827,0.0,view
896,787,0.0,view
611,428,0.0,like
787,135,0.0,like
40,355,141.85,donate
952,130,92.6,donate
831,267,0.0,like
582,84,291.48,donate
365,937,0.0,like
892,373,304.94,donate
27,598,0.0,like
917,510,0.0,view
118,461,33.79,donate
770,882,0.0,view
707,10,0.0,like
264,725,66.6,donate
906,711,0.0,view
466,667,0.0,like
344,612,0.0,view
271,453,0.0,like
646,181,0.0,view
906,794,0.0,like
25,941,0.0,like
299,448,0.0,like
949,169,0.0,like
905,411,399.84,donate
866,693,0.0,view
106,433,0.0,like
483,262,0.0,like
865,864,0.0,like
556,320,283.56,donate
73,761,296.77,donate
615,179,0.0,like
575,113,54.85,donate
197,77,0.0,view
38,29,194.19,donate
233,504,0.0,like
230,972,0.0,like
684,959,0.0,like
797,394,0.0,view
462,861,0.0,like
238,660,0.0,like
974,63,0.0,like
130,116,0.0,view
258,940,0.0,like
511,418,0.0,like
153,651,0.0,view
232,698,0.0,like
950,26,0.0,view
543,604,235.09,donate
522,395,0.0,like
878,822,225.39,donate
575,936,0.0,view
468,66,59.82,donate
828,527,0.0,like
120,895,0.0,like
397,752,0.0,like
246,63,0.0,view
322,269,0.0,like
597,304,135.46,donate
381,177,0.0,like
297,188,0.0,like
49,403,0.0,view
114,117,186.65,donate
84,794,0.0,like
595,786,486.14,donate
997,228,116.2,donate
590,28,0.0,like
133,400,0.0,view
511,147,0.0,like
348,822,0.0,view
435,641,0.0,like
242,820,0.0,view
60,528,0.0,like
971,450,0.0,view
232,868,462.23,donate
905,18,0.0,like
927,915,166.04,donate
972,625,0.0,view
440,55,184.25,donate
233,44,190.55,donate
84,863,0.0,like
847,127,0.0,view
889,319,0.0,like
294,369,0.0,view
457,24,0.0,view
417,122,0.0,view
218,868,0.0,view
568,261,0.0,like
36,580,0.0,view
552,937,0.0,view
733,595,0.0,view
389,58,0.0,view
619,870,0.0,like
115,48,0.0,view
66,411,0.0,view
782,481,0.0,like
600,103,0.0,like
825,381,273.62,donate
778,106,315.63,donate
252,747,0.0,like
770,649,0.0,view
83,493,419.5,donate
267,847,0.0,like
184,941,0.0,like
836,793,0.0,view
878,565,0.0,view
